TransactionID,Date,CustomerID,ProductID,Region,Quantity,Revenue
197,2024-01-04,12265,P02703,West,5,706.81
198,2024-01-04,17800,P03525,East,4,190.55
199,2024-01-04,10436,P02785,North,3,268.55
200,2024-01-04,14022,P03331,North,3,256.39
201,2024-01-04,13873,P03830,South,3,246.98
202,2024-01-04,17219,P01676,West,4,241.89
203,2024-01-04,17568,P02568,North,3,148.94
204,2024-01-04,15701,P00105,North,1,35.4
205,2024-01-04,14511,P01592,East,4,302.91
206,2024-01-04,12531,P01759,East,5,403.11
207,2024-01-04,10438,P01442,North,4,303.14
208,2024-01-04,15075,P03311,South,2,170.63
209,2024-01-04,15136,P01073,West,3,60.44
210,2024-01-04,15619,P01654,North,1,42.84
211,2024-01-04,14710,P00375,North,4,73.33
212,2024-01-04,12903,P00249,West,4,185.69
213,2024-01-04,10640,P00036,South,5,381.77
214,2024-01-04,13759,P03482,East,1,124.32
215,2024-01-04,10923,P01018,East,1,58.61
216,2024-01-04,13272,P00544,West,4,105.79
217,2024-01-04,11688,P03141,West,5,101.21
218,2024-01-04,16422,P01203,West,3,166.17
219,2024-01-04,10573,P03539,East,1,67.49
220,2024-01-04,10445,P04326,West,3,116.7
221,2024-01-04,11746,P03561,West,1,129.38
222,2024-01-05,14881,P03513,East,3,189.55
223,2024-01-05,13363,P03814,South,5,354.59
224,2024-01-05,13459,P00573,West,2,44.84
225,2024-01-05,12600,P03927,East,4,175.9
226,2024-01-05,10493,P02008,East,2,180.69
227,2024-01-05,15231,P04080,South,5,458.85
228,2024-01-05,10997,P00560,North,2,125.8
229,2024-01-05,16573,P04751,North,1,182.02
230,2024-01-05,17821,P04419,North,4,134.04
231,2024-01-05,11386,P03119,South,4,316.97
232,2024-01-05,13126,P01819,West,4,318.34
233,2024-01-05,10371,P01508,East,3,130.06
234,2024-01-05,13557,P00456,East,5,280.23
235,2024-01-05,15514,P02763,East,4,305.67
236,2024-01-05,11281,P01238,West,3,195.86
237,2024-01-05,16734,P01947,East,4,283.6
238,2024-01-05,13089,P02824,West,5,735.51
239,2024-01-05,11374,P01184,South,5,360.51
240,2024-01-05,15565,P01623,South,2,386.59
241,2024-01-05,16970,P01634,North,4,420.05
242,2024-01-05,16746,P03814,West,2,136.82
243,2024-01-05,16355,P04728,South,5,410.68
244,2024-01-05,11741,P01126,North,2,85.53
245,2024-01-05,11419,P02838,East,1,168.47
246,2024-01-05,10015,P03221,South,1,138.09
247,2024-01-05,16088,P04055,North,4,532.48
248,2024-01-05,15829,P00531,North,1,31.33
249,2024-01-05,16384,P00799,West,2,75.74
250,2024-01-05,10016,P04892,West,1,79.28
251,2024-01-05,11391,P04013,South,1,128.09
252,2024-01-05,14757,P01234,North,2,368.51
253,2024-01-05,11564,P02830,East,3,535.31
254,2024-01-05,17981,P04928,North,3,252.97
255,2024-01-05,15364,P00207,West,3,187.53
256,2024-01-05,10484,P01533,North,5,193.35
257,2024-01-05,11123,P03815,North,1,65.01
258,2024-01-05,12573,P04564,North,4,195.1
259,2024-01-05,17345,P04140,West,1,80.39
260,2024-01-05,13712,P00833,East,4,368.01
261,2024-01-05,16472,P02714,West,1,162.05
262,2024-01-05,13407,P01521,East,3,355.42
263,2024-01-05,15369,P01886,South,4,702.27
264,2024-01-05,13548,P03823,North,4,760.71
265,2024-01-05,13334,P03255,West,5,962.92
266,2024-01-05,10688,P03243,South,5,157.63
267,2024-01-05,14195,P02458,North,5,928.03
268,2024-01-05,14429,P00758,East,5,507.75
269,2024-01-05,16704,P03342,East,1,168.35
270,2024-01-05,14779,P01886,West,4,766.51
271,2024-01-05,11299,P01063,West,5,321.17
272,2024-01-05,15019,P00889,South,4,249.74
273,2024-01-05,16565,P00903,South,5,824.65
274,2024-01-05,10896,P01712,West,3,217.31
275,2024-01-05,15817,P02282,South,3,363.6
276,2024-01-06,17936,P04743,North,5,274.54
277,2024-01-06,10358,P00898,East,3,292.82
278,2024-01-06,16573,P04458,South,5,415.54
279,2024-01-06,16572,P03269,South,3,93.86
280,2024-01-06,15485,P00268,East,4,254.2
281,2024-01-06,15001,P01099,West,3,277.56
282,2024-01-06,15745,P02874,West,4,169.83
283,2024-01-06,16892,P03460,East,2,99.6
284,2024-01-06,11068,P04075,West,1,161.8
285,2024-01-06,15662,P04107,East,3,167.87
286,2024-01-06,10824,P03809,East,3,277.7
287,2024-01-06,17980,P04397,South,3,600.76
288,2024-01-06,11234,P02880,North,4,398.39
289,2024-01-06,13649,P04748,West,1,22.05
290,2024-01-06,17553,P03956,West,4,233.6
291,2024-01-06,13755,P04625,East,2,178.14
292,2024-01-06,17891,P00704,West,4,140.43
293,2024-01-06,12409,P03261,South,2,49.51
294,2024-01-06,13181,P00537,North,1,57.02
295,2024-01-06,13971,P02456,East,1,137.93
296,2024-01-06,16116,P00712,South,5,311.17
297,2024-01-06,10832,P00761,South,5,756.6
298,2024-01-06,10083,P04676,West,5,685.16
299,2024-01-06,12624,P03697,South,5,206.44
300,2024-01-06,12382,P00240,South,4,396.28
301,2024-01-06,12891,P04827,East,5,498.56
302,2024-01-06,14379,P04921,South,5,248.52
303,2024-01-06,15227,P01010,East,5,351.55
304,2024-01-06,16270,P04573,West,3,117.71
305,2024-01-06,10642,P00032,South,2,23.2
306,2024-01-06,14346,P02141,East,1,76.86
307,2024-01-06,17723,P04124,West,4,166.05
308,2024-01-06,13175,P04852,East,5,193.38
309,2024-01-06,14440,P02648,North,4,534.44
310,2024-01-06,14795,P01627,West,4,308.9
311,2024-01-06,14229,P03255,East,1,217.8
312,2024-01-06,10634,P02151,West,1,57.93
313,2024-01-06,15536,P02086,East,1,71.1
314,2024-01-06,10605,P04541,East,1,155.75
315,2024-01-06,10057,P01152,South,1,45.61
316,2024-01-06,10683,P00910,North,1,84.7
317,2024-01-06,15013,P00312,East,4,577.1
318,2024-01-06,17351,P00251,North,1,109.69
319,2024-01-06,13809,P01549,West,3,323.3
320,2024-01-06,17532,P01432,East,3,425.79
321,2024-01-06,14874,P03738,East,4,523.35
322,2024-01-06,11607,P03940,West,4,608.39
323,2024-01-06,17730,P01616,West,4,278.71
324,2024-01-06,17198,P00724,East,5,741.11
325,2024-01-06,10163,P01603,South,3,446.75
326,2024-01-06,11606,P01875,East,3,362.04
327,2024-01-06,13219,P02514,South,3,157.0
328,2024-01-06,12094,P02087,East,3,497.08
329,2024-01-06,14904,P00610,North,5,386.58
330,2024-01-06,11101,P02694,North,5,952.83
331,2024-01-06,13605,P02438,East,3,316.41
332,2024-01-06,13472,P00398,North,2,214.23
333,2024-01-06,16345,P02916,East,5,889.0
334,2024-01-06,10582,P03753,West,2,124.87
335,2024-01-06,15245,P03050,West,3,584.22
336,2024-01-06,12276,P04531,South,4,388.2
337,2024-01-06,13448,P04351,South,5,172.82
338,2024-01-06,12215,P00628,South,5,573.48
339,2024-01-06,10137,P01798,West,3,44.64
340,2024-01-06,15824,P04641,North,3,278.46
341,2024-01-06,14168,P01176,North,4,206.25
342,2024-01-06,11956,P04514,West,1,65.09
343,2024-01-06,10358,P03473,West,2,285.85
344,2024-01-06,14884,P02537,North,5,140.47
345,2024-01-06,10417,P01496,South,1,175.45
346,2024-01-06,13952,P04057,South,5,1012.98
347,2024-01-06,14406,P03038,South,3,116.61
348,2024-01-06,10956,P04931,North,4,418.45
349,2024-01-06,14386,P03671,East,1,62.56
350,2024-01-07,16897,P01165,East,2,298.56
351,2024-01-07,12125,P03662,North,5,346.86
352,2024-01-07,14441,P03163,West,1,184.19
353,2024-01-07,15266,P02782,North,4,654.53
354,2024-01-07,17468,P01117,North,2,164.45
355,2024-01-07,17656,P02786,East,5,389.26
356,2024-01-07,17828,P02792,North,4,311.46
357,2024-01-07,13360,P01231,South,2,137.58
358,2024-01-07,17821,P00131,North,5,380.84
359,2024-01-07,12965,P00740,North,5,264.12
360,2024-01-07,17241,P01110,North,2,158.51
361,2024-01-07,15698,P03768,West,1,74.11
362,2024-01-07,10594,P03556,East,1,60.28
363,2024-01-07,17879,P00081,North,1,32.43
364,2024-01-07,13256,P00922,North,5,534.85
365,2024-01-07,13186,P00470,South,3,533.29
366,2024-01-07,12534,P00632,South,4,358.03
367,2024-01-07,12905,P00927,South,5,339.68
368,2024-01-07,15572,P03092,South,1,150.92
369,2024-01-07,17721,P01925,North,3,60.8
370,2024-01-07,15424,P04884,South,2,70.64
371,2024-01-07,10629,P01310,South,3,448.75
372,2024-01-07,10159,P01943,South,5,447.3
373,2024-01-07,17604,P03192,West,2,282.81
374,2024-01-07,13196,P01592,North,2,148.48
375,2024-01-07,11375,P00816,South,4,156.6
376,2024-01-07,12132,P03735,South,2,330.92
377,2024-01-07,10667,P03311,West,3,276.82
378,2024-01-07,16324,P04576,West,1,226.94
379,2024-01-07,10681,P00467,West,3,246.01
380,2024-01-07,12317,P00182,East,1,29.68
381,2024-01-07,17643,P02332,West,3,364.47
382,2024-01-07,15221,P02056,West,1,54.41
383,2024-01-07,14739,P01915,North,5,911.06
384,2024-01-07,14753,P01776,West,2,162.04
385,2024-01-07,13186,P02440,East,5,333.99
386,2024-01-07,15880,P02249,South,5,129.61
387,2024-01-07,12691,P02368,North,4,808.7
388,2024-01-07,14882,P01955,North,5,472.23
389,2024-01-07,12529,P03898,North,2,36.92
390,2024-01-07,10231,P00265,West,1,37.35
391,2024-01-07,16392,P01297,East,5,919.24
392,2024-01-07,14754,P02126,South,5,585.72
393,2024-01-07,13842,P01198,West,3,79.73
394,2024-01-07,13247,P01722,North,3,170.35
395,2024-01-07,17714,P04420,South,4,250.5
396,2024-01-08,11540,P04401,East,5,199.96
397,2024-01-08,13428,P00108,South,3,260.51
398,2024-01-08,13538,P04961,East,1,73.91
399,2024-01-08,14826,P04950,East,1,194.72
400,2024-01-08,11655,P00728,East,3,411.43
401,2024-01-08,15645,P00488,South,5,188.61
402,2024-01-08,17893,P02993,West,1,12.65
403,2024-01-08,15984,P00530,East,2,96.28
404,2024-01-08,17554,P00590,South,3,208.22
405,2024-01-08,15834,P01725,East,5,558.06
406,2024-01-08,11788,P00578,North,3,168.33
407,2024-01-08,12441,P01232,West,4,216.5
408,2024-01-08,16342,P00132,North,3,212.68
409,2024-01-08,16876,P03953,North,3,372.53
410,2024-01-08,10266,P04262,South,4,512.93
411,2024-01-08,13073,P03924,South,1,75.2
412,2024-01-08,10220,P02049,East,1,77.44
413,2024-01-08,16628,P02298,East,2,57.27
414,2024-01-08,15427,P01526,North,1,31.43
415,2024-01-08,13283,P03767,South,4,231.35
416,2024-01-08,15810,P01908,East,5,104.09
417,2024-01-08,17450,P02509,West,2,93.21
418,2024-01-08,14557,P04910,East,1,162.28
419,2024-01-08,14374,P04053,North,3,36.63
420,2024-01-08,16366,P03162,North,4,417.27
421,2024-01-08,10502,P00237,East,5,355.76
422,2024-01-08,15529,P02879,North,3,204.77
423,2024-01-08,17798,P03060,East,5,177.02
424,2024-01-08,15021,P02603,East,1,142.5
425,2024-01-08,13531,P01003,North,4,79.46
426,2024-01-08,13571,P03129,West,3,278.02
427,2024-01-08,13316,P00861,North,4,268.63
428,2024-01-08,12141,P02658,West,5,368.59
429,2024-01-08,14404,P01663,North,3,120.36
430,2024-01-08,10789,P00986,East,2,149.92
431,2024-01-08,17216,P01724,South,1,36.84
432,2024-01-08,11519,P02738,South,2,240.92
433,2024-01-08,13034,P01081,West,4,339.9
434,2024-01-08,15325,P03035,North,2,36.89
435,2024-01-08,11058,P00772,West,3,458.59
436,2024-01-08,15763,P04340,West,3,59.25
437,2024-01-08,17462,P04381,North,5,320.01
438,2024-01-08,12014,P04259,South,5,965.46
439,2024-01-08,15345,P04891,South,1,167.3
440,2024-01-08,12787,P03072,East,2,202.66
441,2024-01-08,17920,P03214,East,1,102.97
442,2024-01-08,13066,P03993,North,4,338.06
443,2024-01-08,12604,P02291,South,3,289.38
444,2024-01-08,10736,P00799,North,2,86.24
445,2024-01-08,14465,P00456,East,2,109.76
446,2024-01-08,15414,P04596,South,1,51.16
447,2024-01-08,15456,P01384,East,4,701.64
448,2024-01-08,16501,P00538,North,3,121.74
449,2024-01-08,13992,P03235,East,2,142.71
450,2024-01-08,16566,P02535,South,1,55.28
451,2024-01-08,12515,P00391,East,2,161.38
452,2024-01-08,14676,P04750,East,1,204.94
453,2024-01-08,17030,P01900,West,1,63.84
454,2024-01-08,14209,P00717,East,5,463.65
455,2024-01-08,17061,P02782,North,4,614.98
456,2024-01-08,13714,P04640,North,5,450.07
457,2024-01-08,14418,P01431,South,1,53.02
458,2024-01-09,15072,P03428,West,1,199.4
459,2024-01-09,17370,P03251,West,3,238.48
460,2024-01-09,15727,P01240,South,1,102.21
461,2024-01-09,11623,P03247,North,3,213.06
462,2024-01-09,17737,P04383,East,3,229.46
463,2024-01-09,11781,P00483,South,1,58.24
464,2024-01-09,10811,P04360,East,2,370.4
465,2024-01-09,14775,P00614,East,4,563.61
466,2024-01-09,12273,P02461,East,4,229.37
467,2024-01-09,16770,P01765,East,3,71.96
468,2024-01-09,15180,P03543,West,1,72.73
469,2024-01-09,14776,P03388,South,5,581.04
470,2024-01-09,13585,P00094,North,1,66.95
471,2024-01-09,13416,P04646,North,3,485.9
472,2024-01-09,16561,P02273,West,5,550.86
473,2024-01-09,11696,P00831,West,2,367.0
474,2024-01-09,10139,P02319,North,3,454.21
475,2024-01-09,15069,P01570,South,2,99.15
476,2024-01-09,16845,P02670,South,3,92.77
477,2024-01-09,13290,P02595,North,2,342.38
478,2024-01-09,12894,P01351,South,1,52.1
479,2024-01-09,10435,P03230,West,2,154.71
480,2024-01-09,11946,P01951,West,2,386.32
481,2024-01-09,14535,P04925,West,5,605.34
482,2024-01-09,13798,P02237,East,5,220.78
483,2024-01-09,15827,P03653,East,5,201.65
484,2024-01-09,10397,P03217,West,2,375.16
485,2024-01-09,13476,P04857,North,1,75.74
486,2024-01-09,11368,P04263,North,5,339.6
487,2024-01-09,15932,P04306,South,5,975.91
488,2024-01-09,15123,P02155,North,5,596.93
489,2024-01-09,16135,P02399,East,4,282.48
490,2024-01-09,10531,P04859,North,3,237.36
491,2024-01-09,12262,P04302,South,2,83.02
492,2024-01-09,17585,P03091,West,2,142.49
493,2024-01-09,12899,P04020,South,5,468.4
494,2024-01-09,14528,P01019,West,4,516.76
495,2024-01-09,10217,P00088,East,5,941.11
496,2024-01-09,16189,P01770,West,2,201.73
497,2024-01-09,10642,P03706,South,3,180.4
498,2024-01-09,14122,P03808,East,2,335.45
499,2024-01-09,15007,P01896,South,5,301.82
500,2024-01-09,17965,P03184,West,3,487.54
501,2024-01-09,16602,P04511,East,5,120.41
502,2024-01-09,12913,P02749,North,3,207.43
503,2024-01-09,15478,P02972,West,2,263.99
504,2024-01-09,17418,P03537,North,1,76.17
505,2024-01-09,16358,P04446,North,5,186.85
506,2024-01-09,12836,P02304,North,2,103.11
507,2024-01-09,16838,P00275,West,4,91.05
508,2024-01-09,12049,P04256,North,2,151.86
509,2024-01-09,10493,P04076,West,2,97.85
510,2024-01-09,15257,P01051,East,2,82.98
511,2024-01-09,17671,P01481,East,5,224.44
512,2024-01-09,14883,P04341,South,1,65.04
513,2024-01-09,14857,P01471,South,3,179.85
514,2024-01-09,15712,P00173,North,2,86.88
515,2024-01-09,12566,P03301,East,2,252.75
516,2024-01-09,15097,P04407,East,3,540.54
517,2024-01-09,17888,P01782,North,4,177.28
518,2024-01-09,16038,P00510,East,1,113.29
519,2024-01-09,13218,P04709,South,4,180.44
520,2024-01-09,10139,P04016,West,4,285.44
521,2024-01-09,17186,P00742,North,4,118.07
522,2024-01-09,15118,P02160,North,2,79.12
523,2024-01-09,16265,P01094,South,1,34.22
524,2024-01-09,11166,P04231,North,5,640.55
525,2024-01-09,12341,P00349,West,4,442.92
526,2024-01-10,14302,P00100,West,1,182.11
527,2024-01-10,17438,P04696,West,4,500.77
528,2024-01-10,10537,P03702,East,4,571.31
529,2024-01-10,13993,P04101,North,5,756.02
530,2024-01-10,12350,P04606,North,2,311.55
531,2024-01-10,11771,P03073,West,2,224.32
532,2024-01-10,12828,P04127,West,2,259.78
533,2024-01-10,12467,P01491,East,4,170.91
534,2024-01-10,14532,P03694,North,2,105.55
535,2024-01-10,17963,P01090,West,5,568.28
536,2024-01-10,10148,P01827,West,4,640.25
537,2024-01-10,11985,P01627,North,5,399.85
538,2024-01-10,10280,P02131,West,5,699.77
539,2024-01-10,13512,P03557,North,1,64.67
540,2024-01-10,14704,P03959,West,3,29.41
541,2024-01-10,11963,P03795,East,2,239.16
542,2024-01-10,15934,P04789,West,5,438.85
543,2024-01-10,16032,P03046,West,2,223.07
544,2024-01-10,16234,P03702,West,4,664.37
545,2024-01-10,14297,P02266,West,3,225.11
546,2024-01-10,16850,P02240,East,1,81.57
547,2024-01-10,14265,P03299,East,5,497.32
548,2024-01-10,16611,P04640,North,2,167.76
549,2024-01-10,13791,P02721,East,4,585.53
550,2024-01-10,12343,P01155,South,1,53.31
551,2024-01-10,17087,P03650,East,1,81.85
552,2024-01-10,16899,P02152,North,5,563.34
553,2024-01-10,12992,P00572,North,1,78.68
554,2024-01-10,12617,P00097,North,4,358.58
555,2024-01-10,17341,P02319,South,1,137.75
556,2024-01-10,15366,P01657,West,2,338.89
557,2024-01-10,13200,P03296,North,3,192.0
558,2024-01-10,10136,P03072,South,5,516.61
559,2024-01-10,16182,P00196,North,5,251.31
560,2024-01-10,15767,P00325,East,4,514.38
561,2024-01-10,15367,P04596,East,4,240.83
562,2024-01-10,11267,P01598,East,1,101.43
563,2024-01-10,10744,P03464,East,2,106.46
564,2024-01-10,12146,P02901,South,2,333.84
565,2024-01-10,17270,P04139,East,5,483.86
566,2024-01-10,15153,P04721,North,5,272.24
567,2024-01-10,17257,P04760,South,4,288.51
568,2024-01-10,17306,P03028,East,3,58.12
569,2024-01-10,10663,P02486,East,2,323.37
570,2024-01-10,13680,P02064,West,4,850.01
571,2024-01-10,15849,P00651,South,3,467.01
572,2024-01-10,13166,P02436,North,5,828.27
573,2024-01-10,11231,P02154,South,4,253.96
574,2024-01-10,12350,P02353,North,2,147.71
575,2024-01-10,13591,P01349,West,3,223.91
576,2024-01-10,14995,P01488,West,2,164.8
577,2024-01-10,10529,P03705,North,3,210.06
578,2024-01-10,11065,P02788,East,2,163.37
579,2024-01-10,17092,P01005,West,4,219.59
580,2024-01-10,16661,P02548,South,3,196.89
